id,order_id,inventory_batch_id,quantity_tons
LINE-00582,ORD-00582,INV-00582,0.72
LINE-00583,ORD-00583,INV-00583,1.8
LINE-00584,ORD-00584,INV-00584,1.82
LINE-00585,ORD-00585,INV-00585,1.21
LINE-00586,ORD-00586,INV-00586,0.25
LINE-00587,ORD-00587,INV-00587,0.87
LINE-00588,ORD-00588,INV-00588,1.46
LINE-00589,ORD-00589,INV-00589,1.87
LINE-00590,ORD-00590,INV-00590,1.72
LINE-00591,ORD-00591,INV-00591,1.33
LINE-00592,ORD-00592,INV-00592,1.4
LINE-00593,ORD-00593,INV-00593,1.24
LINE-00594,ORD-00594,INV-00594,1.32
LINE-00595,ORD-00595,INV-00595,0.35
LINE-00596,ORD-00596,INV-00596,0.95
LINE-00597,ORD-00597,INV-00597,1.47
LINE-00598,ORD-00598,INV-00598,0.54
LINE-00599,ORD-00599,INV-00599,1.05
LINE-00600,ORD-00600,INV-00600,1.01
LINE-00601,ORD-00601,INV-00601,0.68
LINE-00602,ORD-00602,INV-00602,0.65
LINE-00603,ORD-00603,INV-00603,1.73
LINE-00604,ORD-00604,INV-00604,1.99
LINE-00605,ORD-00605,INV-00605,0.61
LINE-00606,ORD-00606,INV-00606,1.78
LINE-00607,ORD-00607,INV-00607,1.32
LINE-00608,ORD-00608,INV-00608,0.92
LINE-00609,ORD-00609,INV-00609,1.63
LINE-00610,ORD-00610,INV-00610,1.93
LINE-00611,ORD-00611,INV-00611,0.63
LINE-00612,ORD-00612,INV-00612,1.1
LINE-00613,ORD-00613,INV-00613,1.83
LINE-00614,ORD-00614,INV-00614,0.4
LINE-00615,ORD-00615,INV-00615,0.84
LINE-00616,ORD-00616,INV-00616,0.45
LINE-00617,ORD-00617,INV-00617,1.35
LINE-00618,ORD-00618,INV-00618,1.2
LINE-00619,ORD-00619,INV-00619,1.67
LINE-00620,ORD-00620,INV-00620,1.7
LINE-00621,ORD-00621,INV-00621,0.95
LINE-00622,ORD-00622,INV-00622,0.95
LINE-00623,ORD-00623,INV-00623,0.43
LINE-00624,ORD-00624,INV-00624,1.01
LINE-00625,ORD-00625,INV-00625,0.78
LINE-00626,ORD-00626,INV-00626,1.61
LINE-00627,ORD-00627,INV-00627,0.25
LINE-00628,ORD-00628,INV-00628,0.38
LINE-00629,ORD-00629,INV-00629,0.52
LINE-00630,ORD-00630,INV-00630,1.14
LINE-00631,ORD-00631,INV-00631,0.52
LINE-00632,ORD-00632,INV-00632,1.83
LINE-00633,ORD-00633,INV-00633,1.5
LINE-00634,ORD-00634,INV-00634,0.52
LINE-00635,ORD-00635,INV-00635,1.43
LINE-00636,ORD-00636,INV-00636,1.74
LINE-00637,ORD-00637,INV-00637,1.53
LINE-00638,ORD-00638,INV-00638,0.64
LINE-00639,ORD-00639,INV-00639,1.82
LINE-00640,ORD-00640,INV-00640,1.06
LINE-00641,ORD-00641,INV-00641,1.3
LINE-00642,ORD-00642,INV-00642,1.75
LINE-00643,ORD-00643,INV-00643,1.17
LINE-00644,ORD-00644,INV-00644,0.82
LINE-00645,ORD-00645,INV-00645,1.89
LINE-00646,ORD-00646,INV-00646,1.54
LINE-00647,ORD-00647,INV-00647,1.48
LINE-00648,ORD-00648,INV-00648,0.96
LINE-00649,ORD-00649,INV-00649,1.82
LINE-00650,ORD-00650,INV-00650,1.11
LINE-00651,ORD-00651,INV-00651,0.42
LINE-00652,ORD-00652,INV-00652,0.33
LINE-00653,ORD-00653,INV-00653,1.57
LINE-00654,ORD-00654,INV-00654,1.52
LINE-00655,ORD-00655,INV-00655,1.69
LINE-00656,ORD-00656,INV-00656,0.54
LINE-00657,ORD-00657,INV-00657,1.36
LINE-00658,ORD-00658,INV-00658,1.89
LINE-00659,ORD-00659,INV-00659,1.16
LINE-00660,ORD-00660,INV-00660,1.75
LINE-00661,ORD-00661,INV-00661,1.67
LINE-00662,ORD-00662,INV-00662,0.68
LINE-00663,ORD-00663,INV-00663,0.38
LINE-00664,ORD-00664,INV-00664,0.47
LINE-00665,ORD-00665,INV-00665,1.31
LINE-00666,ORD-00666,INV-00666,1.92
LINE-00667,ORD-00667,INV-00667,0.45
LINE-00668,ORD-00668,INV-00668,1.86
LINE-00669,ORD-00669,INV-00669,1.47
LINE-00670,ORD-00670,INV-00670,0.87
LINE-00671,ORD-00671,INV-00671,1.29
LINE-00672,ORD-00672,INV-00672,1.26
LINE-00673,ORD-00673,INV-00673,1.18
LINE-00674,ORD-00674,INV-00674,0.68
LINE-00675,ORD-00675,INV-00675,1.46
LINE-00676,ORD-00676,INV-00676,0.86
LINE-00677,ORD-00677,INV-00677,1.12
LINE-00678,ORD-00678,INV-00678,1.54
LINE-00679,ORD-00679,INV-00679,0.28
LINE-00680,ORD-00680,INV-00680,1.5
LINE-00681,ORD-00681,INV-00681,1.53
LINE-00682,ORD-00682,INV-00682,1.48
LINE-00683,ORD-00683,INV-00683,0.91
LINE-00684,ORD-00684,INV-00684,1.47
LINE-00685,ORD-00685,INV-00685,1.69
LINE-00686,ORD-00686,INV-00686,1.18
LINE-00687,ORD-00687,INV-00687,1.59
LINE-00688,ORD-00688,INV-00688,1.32
LINE-00689,ORD-00689,INV-00689,0.87
LINE-00690,ORD-00690,INV-00690,1.7
LINE-00691,ORD-00691,INV-00691,0.49
LINE-00692,ORD-00692,INV-00692,1.03
LINE-00693,ORD-00693,INV-00693,0.79
LINE-00694,ORD-00694,INV-00694,1.14
LINE-00695,ORD-00695,INV-00695,1.24
LINE-00696,ORD-00696,INV-00696,1.92
LINE-00697,ORD-00697,INV-00697,0.85
LINE-00698,ORD-00698,INV-00698,0.64
LINE-00699,ORD-00699,INV-00699,0.73
LINE-00700,ORD-00700,INV-00700,1.01
LINE-00701,ORD-00701,INV-00701,1.36
LINE-00702,ORD-00702,INV-00702,1.59
LINE-00703,ORD-00703,INV-00703,1.54
LINE-00704,ORD-00704,INV-00704,1.8
LINE-00705,ORD-00705,INV-00705,1.26
LINE-00706,ORD-00706,INV-00706,1.31
LINE-00707,ORD-00707,INV-00707,1.03
LINE-00708,ORD-00708,INV-00708,1.35
LINE-00709,ORD-00709,INV-00709,0.5
LINE-00710,ORD-00710,INV-00710,1.33
LINE-00711,ORD-00711,INV-00711,0.99
LINE-00712,ORD-00712,INV-00712,1.98
LINE-00713,ORD-00713,INV-00713,0.78
LINE-00714,ORD-00714,INV-00714,1.59
LINE-00715,ORD-00715,INV-00715,1.25
LINE-00716,ORD-00716,INV-00716,0.94
LINE-00717,ORD-00717,INV-00717,0.29
LINE-00718,ORD-00718,INV-00718,0.26
LINE-00719,ORD-00719,INV-00719,1.62
LINE-00720,ORD-00720,INV-00720,1.05
LINE-00721,ORD-00721,INV-00721,1.45
LINE-00722,ORD-00722,INV-00722,1.12
LINE-00723,ORD-00723,INV-00723,1.23
LINE-00724,ORD-00724,INV-00724,1.45
LINE-00725,ORD-00725,INV-00725,1.74
LINE-00726,ORD-00726,INV-00726,0.75
LINE-00727,ORD-00727,INV-00727,0.73
LINE-00728,ORD-00728,INV-00728,1.92
LINE-00729,ORD-00729,INV-00729,0.59
LINE-00730,ORD-00730,INV-00730,1.31
LINE-00731,ORD-00731,INV-00731,1.13
LINE-00732,ORD-00732,INV-00732,0.78
LINE-00733,ORD-00733,INV-00733,0.97
LINE-00734,ORD-00734,INV-00734,0.67
LINE-00735,ORD-00735,INV-00735,1.72
LINE-00736,ORD-00736,INV-00736,1.16
LINE-00737,ORD-00737,INV-00737,1.35
LINE-00738,ORD-00738,INV-00738,0.61
LINE-00739,ORD-00739,INV-00739,1.53
LINE-00740,ORD-00740,INV-00740,1.19
LINE-00741,ORD-00741,INV-00741,1.18
LINE-00742,ORD-00742,INV-00742,2.0
LINE-00743,ORD-00743,INV-00743,0.76
LINE-00744,ORD-00744,INV-00744,1.27
LINE-00745,ORD-00745,INV-00745,0.3
LINE-00746,ORD-00746,INV-00746,0.76
LINE-00747,ORD-00747,INV-00747,0.27
LINE-00748,ORD-00748,INV-00748,1.31
LINE-00749,ORD-00749,INV-00749,1.41
LINE-00750,ORD-00750,INV-00750,1.15
LINE-00751,ORD-00751,INV-00751,0.94
LINE-00752,ORD-00752,INV-00752,0.27
LINE-00753,ORD-00753,INV-00753,1.94
LINE-00754,ORD-00754,INV-00754,0.46
LINE-00755,ORD-00755,INV-00755,1.8
LINE-00756,ORD-00756,INV-00756,0.3
LINE-00757,ORD-00757,INV-00757,0.95
LINE-00758,ORD-00758,INV-00758,1.93
LINE-00759,ORD-00759,INV-00759,0.32
LINE-00760,ORD-00760,INV-00760,0.95
LINE-00761,ORD-00761,INV-00761,1.22
LINE-00762,ORD-00762,INV-00762,1.83
LINE-00763,ORD-00763,INV-00763,0.28
LINE-00764,ORD-00764,INV-00764,1.2
LINE-00765,ORD-00765,INV-00765,0.72
LINE-00766,ORD-00766,INV-00766,1.71
LINE-00767,ORD-00767,INV-00767,0.88
LINE-00768,ORD-00768,INV-00768,0.43
LINE-00769,ORD-00769,INV-00769,0.64
LINE-00770,ORD-00770,INV-00770,1.22
LINE-00771,ORD-00771,INV-00771,1.19
LINE-00772,ORD-00772,INV-00772,1.22
LINE-00773,ORD-00773,INV-00773,1.78
LINE-00774,ORD-00774,INV-00774,1.66
LINE-00775,ORD-00775,INV-00775,0.83
LINE-00776,ORD-00776,INV-00776,0.78
LINE-00777,ORD-00777,INV-00777,1.68
LINE-00778,ORD-00778,INV-00778,1.21
LINE-00779,ORD-00779,INV-00779,1.33
LINE-00780,ORD-00780,INV-00780,1.54
LINE-00781,ORD-00781,INV-00781,0.71
LINE-00782,ORD-00782,INV-00782,1.75
LINE-00783,ORD-00783,INV-00783,1.99
LINE-00784,ORD-00784,INV-00784,1.22
LINE-00785,ORD-00785,INV-00785,0.98
LINE-00786,ORD-00786,INV-00786,1.76
LINE-00787,ORD-00787,INV-00787,0.28
LINE-00788,ORD-00788,INV-00788,1.87
LINE-00789,ORD-00789,INV-00789,1.03
LINE-00790,ORD-00790,INV-00790,0.9
LINE-00791,ORD-00791,INV-00791,0.27
LINE-00792,ORD-00792,INV-00792,0.25
LINE-00793,ORD-00793,INV-00793,0.33
LINE-00794,ORD-00794,INV-00794,0.85
LINE-00795,ORD-00795,INV-00795,0.93
LINE-00796,ORD-00796,INV-00796,1.44
LINE-00797,ORD-00797,INV-00797,0.43
LINE-00798,ORD-00798,INV-00798,1.81
LINE-00799,ORD-00799,INV-00799,1.61
LINE-00800,ORD-00800,INV-00800,0.87
LINE-00801,ORD-00801,INV-00801,0.61
LINE-00802,ORD-00802,INV-00802,1.84
LINE-00803,ORD-00803,INV-00803,1.91
LINE-00804,ORD-00804,INV-00804,0.93
LINE-00805,ORD-00805,INV-00805,0.42
LINE-00806,ORD-00806,INV-00806,0.71
LINE-00807,ORD-00807,INV-00807,1.24
LINE-00808,ORD-00808,INV-00808,1.69
LINE-00809,ORD-00809,INV-00809,1.96
LINE-00810,ORD-00810,INV-00810,1.41
LINE-00811,ORD-00811,INV-00811,1.82
LINE-00812,ORD-00812,INV-00812,0.76
LINE-00813,ORD-00813,INV-00813,1.04
LINE-00814,ORD-00814,INV-00814,0.34
LINE-00815,ORD-00815,INV-00815,1.58
LINE-00816,ORD-00816,INV-00816,1.85
LINE-00817,ORD-00817,INV-00817,1.85
LINE-00818,ORD-00818,INV-00818,1.39
LINE-00819,ORD-00819,INV-00819,1.18
LINE-00820,ORD-00820,INV-00820,0.53
LINE-00821,ORD-00821,INV-00821,1.79
LINE-00822,ORD-00822,INV-00822,1.66
LINE-00823,ORD-00823,INV-00823,0.3
LINE-00824,ORD-00824,INV-00824,1.35
LINE-00825,ORD-00825,INV-00825,0.61
LINE-00826,ORD-00826,INV-00826,0.9
LINE-00827,ORD-00827,INV-00827,1.45
LINE-00828,ORD-00828,INV-00828,0.33
LINE-00829,ORD-00829,INV-00829,0.72
LINE-00830,ORD-00830,INV-00830,0.77
LINE-00831,ORD-00831,INV-00831,1.91
LINE-00832,ORD-00832,INV-00832,0.69
LINE-00833,ORD-00833,INV-00833,1.3
LINE-00834,ORD-00834,INV-00834,1.89
LINE-00835,ORD-00835,INV-00835,0.94
LINE-00836,ORD-00836,INV-00836,0.73
LINE-00837,ORD-00837,INV-00837,0.85
LINE-00838,ORD-00838,INV-00838,0.99
LINE-00839,ORD-00839,INV-00839,1.83
LINE-00840,ORD-00840,INV-00840,0.95
LINE-00841,ORD-00841,INV-00841,1.85
LINE-00842,ORD-00842,INV-00842,0.54
LINE-00843,ORD-00843,INV-00843,1.89
LINE-00844,ORD-00844,INV-00844,0.91
LINE-00845,ORD-00845,INV-00845,1.63
LINE-00846,ORD-00846,INV-00846,0.47
LINE-00847,ORD-00847,INV-00847,0.82
LINE-00848,ORD-00848,INV-00848,0.85
LINE-00849,ORD-00849,INV-00849,1.3
LINE-00850,ORD-00850,INV-00850,1.78
LINE-00851,ORD-00851,INV-00851,0.49
LINE-00852,ORD-00852,INV-00852,1.88
LINE-00853,ORD-00853,INV-00853,1.59
LINE-00854,ORD-00854,INV-00854,0.57
LINE-00855,ORD-00855,INV-00855,1.75
LINE-00856,ORD-00856,INV-00856,0.47
LINE-00857,ORD-00857,INV-00857,0.26
LINE-00858,ORD-00858,INV-00858,0.66
LINE-00859,ORD-00859,INV-00859,1.88
LINE-00860,ORD-00860,INV-00860,1.38
LINE-00861,ORD-00861,INV-00861,0.77
LINE-00862,ORD-00862,INV-00862,1.64
LINE-00863,ORD-00863,INV-00863,0.7
LINE-00864,ORD-00864,INV-00864,0.79
LINE-00865,ORD-00865,INV-00865,1.83
LINE-00866,ORD-00866,INV-00866,0.78
LINE-00867,ORD-00867,INV-00867,0.76
LINE-00868,ORD-00868,INV-00868,1.62
LINE-00869,ORD-00869,INV-00869,0.9
LINE-00870,ORD-00870,INV-00870,0.64
LINE-00871,ORD-00871,INV-00871,1.01
LINE-00872,ORD-00872,INV-00872,0.55
LINE-00873,ORD-00873,INV-00873,1.73
LINE-00874,ORD-00874,INV-00874,1.68
LINE-00875,ORD-00875,INV-00875,1.19
LINE-00876,ORD-00876,INV-00876,0.8
LINE-00877,ORD-00877,INV-00877,1.11
LINE-00878,ORD-00878,INV-00878,0.39
LINE-00879,ORD-00879,INV-00879,0.49
LINE-00880,ORD-00880,INV-00880,0.83
LINE-00881,ORD-00881,INV-00881,0.86
LINE-00882,ORD-00882,INV-00882,0.43
LINE-00883,ORD-00883,INV-00883,1.48
LINE-00884,ORD-00884,INV-00884,1.76
LINE-00885,ORD-00885,INV-00885,1.29
LINE-00886,ORD-00886,INV-00886,0.26
LINE-00887,ORD-00887,INV-00887,0.69
LINE-00888,ORD-00888,INV-00888,0.47
LINE-00889,ORD-00889,INV-00889,0.57
LINE-00890,ORD-00890,INV-00890,0.41
LINE-00891,ORD-00891,INV-00891,1.77
LINE-00892,ORD-00892,INV-00892,1.88
LINE-00893,ORD-00893,INV-00893,1.61
LINE-00894,ORD-00894,INV-00894,0.66
LINE-00895,ORD-00895,INV-00895,1.61
LINE-00896,ORD-00896,INV-00896,0.5
LINE-00897,ORD-00897,INV-00897,1.95
LINE-00898,ORD-00898,INV-00898,1.12
LINE-00899,ORD-00899,INV-00899,0.99
LINE-00900,ORD-00900,INV-00900,0.72
LINE-00901,ORD-00901,INV-00901,1.37
LINE-00902,ORD-00902,INV-00902,1.53
LINE-00903,ORD-00903,INV-00903,1.33
LINE-00904,ORD-00904,INV-00904,1.22
LINE-00905,ORD-00905,INV-00905,1.5
LINE-00906,ORD-00906,INV-00906,0.81
LINE-00907,ORD-00907,INV-00907,0.82
LINE-00908,ORD-00908,INV-00908,0.57
LINE-00909,ORD-00909,INV-00909,1.42
LINE-00910,ORD-00910,INV-00910,0.55
LINE-00911,ORD-00911,INV-00911,1.72
LINE-00912,ORD-00912,INV-00912,0.49
LINE-00913,ORD-00913,INV-00913,1.75
LINE-00914,ORD-00914,INV-00914,0.43
LINE-00915,ORD-00915,INV-00915,0.45
LINE-00916,ORD-00916,INV-00916,1.13
LINE-00917,ORD-00917,INV-00917,1.11
LINE-00918,ORD-00918,INV-00918,1.33
LINE-00919,ORD-00919,INV-00919,1.04
LINE-00920,ORD-00920,INV-00920,0.35
LINE-00921,ORD-00921,INV-00921,1.85
LINE-00922,ORD-00922,INV-00922,1.18
LINE-00923,ORD-00923,INV-00923,1.36
LINE-00924,ORD-00924,INV-00924,0.89
LINE-00925,ORD-00925,INV-00925,1.3
LINE-00926,ORD-00926,INV-00926,0.7
LINE-00927,ORD-00927,INV-00927,1.04
LINE-00928,ORD-00928,INV-00928,0.72
LINE-00929,ORD-00929,INV-00929,0.65
LINE-00930,ORD-00930,INV-00930,0.89
LINE-00931,ORD-00931,INV-00931,0.63
LINE-00932,ORD-00932,INV-00932,1.6
LINE-00933,ORD-00933,INV-00933,0.77
LINE-00934,ORD-00934,INV-00934,1.78
LINE-00935,ORD-00935,INV-00935,1.53
LINE-00936,ORD-00936,INV-00936,1.74
LINE-00937,ORD-00937,INV-00937,0.77
LINE-00938,ORD-00938,INV-00938,1.71
LINE-00939,ORD-00939,INV-00939,1.73
LINE-00940,ORD-00940,INV-00940,0.46
LINE-00941,ORD-00941,INV-00941,1.27
LINE-00942,ORD-00942,INV-00942,1.48
LINE-00943,ORD-00943,INV-00943,1.96
LINE-00944,ORD-00944,INV-00944,1.05
LINE-00945,ORD-00945,INV-00945,0.7
LINE-00946,ORD-00946,INV-00946,1.73
LINE-00947,ORD-00947,INV-00947,1.31
LINE-00948,ORD-00948,INV-00948,0.31
LINE-00949,ORD-00949,INV-00949,0.65
LINE-00950,ORD-00950,INV-00950,1.14
LINE-00951,ORD-00951,INV-00951,0.3
LINE-00952,ORD-00952,INV-00952,0.59
LINE-00953,ORD-00953,INV-00953,1.18
LINE-00954,ORD-00954,INV-00954,0.99
LINE-00955,ORD-00955,INV-00955,1.78
LINE-00956,ORD-00956,INV-00956,0.37
LINE-00957,ORD-00957,INV-00957,0.6
LINE-00958,ORD-00958,INV-00958,1.69
LINE-00959,ORD-00959,INV-00959,1.16
LINE-00960,ORD-00960,INV-00960,1.3
LINE-00961,ORD-00961,INV-00961,0.57
LINE-00962,ORD-00962,INV-00962,1.89
LINE-00963,ORD-00963,INV-00963,1.15
LINE-00964,ORD-00964,INV-00964,1.14
LINE-00965,ORD-00965,INV-00965,1.81
LINE-00966,ORD-00966,INV-00966,1.67
LINE-00967,ORD-00967,INV-00967,1.22
LINE-00968,ORD-00968,INV-00968,0.87
LINE-00969,ORD-00969,INV-00969,0.55
LINE-00970,ORD-00970,INV-00970,1.2
LINE-00971,ORD-00971,INV-00971,0.59
LINE-00972,ORD-00972,INV-00972,0.75
LINE-00973,ORD-00973,INV-00973,1.22
LINE-00974,ORD-00974,INV-00974,0.57
LINE-00975,ORD-00975,INV-00975,1.45
LINE-00976,ORD-00976,INV-00976,0.8
LINE-00977,ORD-00977,INV-00977,0.46
LINE-00978,ORD-00978,INV-00978,1.46
LINE-00979,ORD-00979,INV-00979,0.97
LINE-00980,ORD-00980,INV-00980,1.71
LINE-00981,ORD-00981,INV-00981,0.62
LINE-00982,ORD-00982,INV-00982,0.82
LINE-00983,ORD-00983,INV-00983,0.65
LINE-00984,ORD-00984,INV-00984,1.67
LINE-00985,ORD-00985,INV-00985,1.62
LINE-00986,ORD-00986,INV-00986,0.34
LINE-00987,ORD-00987,INV-00987,1.15
LINE-00988,ORD-00988,INV-00988,1.76
LINE-00989,ORD-00989,INV-00989,0.87
LINE-00990,ORD-00990,INV-00990,1.45
LINE-00991,ORD-00991,INV-00991,0.58
LINE-00992,ORD-00992,INV-00992,0.74
LINE-00993,ORD-00993,INV-00993,0.92
LINE-00994,ORD-00994,INV-00994,0.4
LINE-00995,ORD-00995,INV-00995,1.09
LINE-00996,ORD-00996,INV-00996,1.55
LINE-00997,ORD-00997,INV-00997,1.88
LINE-00998,ORD-00998,INV-00998,1.29
LINE-00999,ORD-00999,INV-00999,0.95
LINE-01000,ORD-01000,INV-01000,1.88
LINE-01001,ORD-01001,INV-01001,1.98
LINE-01002,ORD-01002,INV-01002,0.64
LINE-01003,ORD-01003,INV-01003,1.67
LINE-01004,ORD-01004,INV-01004,0.49
LINE-01005,ORD-01005,INV-01005,1.31
LINE-01006,ORD-01006,INV-01006,0.7
LINE-01007,ORD-01007,INV-01007,0.91
LINE-01008,ORD-01008,INV-01008,1.64
LINE-01009,ORD-01009,INV-01009,0.71
LINE-01010,ORD-01010,INV-01010,1.84
LINE-01011,ORD-01011,INV-01011,0.34
LINE-01012,ORD-01012,INV-01012,1.28
LINE-01013,ORD-01013,INV-01013,1.28
LINE-01014,ORD-01014,INV-01014,0.3
LINE-01015,ORD-01015,INV-01015,0.31
LINE-01016,ORD-01016,INV-01016,0.33
LINE-01017,ORD-01017,INV-01017,1.29
LINE-01018,ORD-01018,INV-01018,0.85
LINE-01019,ORD-01019,INV-01019,0.65
LINE-01020,ORD-01020,INV-01020,0.28
LINE-01021,ORD-01021,INV-01021,1.84
LINE-01022,ORD-01022,INV-01022,1.71
LINE-01023,ORD-01023,INV-01023,1.45
LINE-01024,ORD-01024,INV-01024,0.85
LINE-01025,ORD-01025,INV-01025,0.42
LINE-01026,ORD-01026,INV-01026,0.4
LINE-01027,ORD-01027,INV-01027,1.29
LINE-01028,ORD-01028,INV-01028,1.41
LINE-01029,ORD-01029,INV-01029,0.76
LINE-01030,ORD-01030,INV-01030,0.75
LINE-01031,ORD-01031,INV-01031,1.39
LINE-01032,ORD-01032,INV-01032,0.93
LINE-01033,ORD-01033,INV-01033,1.54
LINE-01034,ORD-01034,INV-01034,1.15
LINE-01035,ORD-01035,INV-01035,1.15
LINE-01036,ORD-01036,INV-01036,1.33
LINE-01037,ORD-01037,INV-01037,1.89
LINE-01038,ORD-01038,INV-01038,1.72
LINE-01039,ORD-01039,INV-01039,1.33
LINE-01040,ORD-01040,INV-01040,1.05
LINE-01041,ORD-01041,INV-01041,0.9
LINE-01042,ORD-01042,INV-01042,0.55
LINE-01043,ORD-01043,INV-01043,1.84
LINE-01044,ORD-01044,INV-01044,0.9
LINE-01045,ORD-01045,INV-01045,1.61
LINE-01046,ORD-01046,INV-01046,1.11
LINE-01047,ORD-01047,INV-01047,1.36
LINE-01048,ORD-01048,INV-01048,1.25
LINE-01049,ORD-01049,INV-01049,1.57
LINE-01050,ORD-01050,INV-01050,0.47
LINE-01051,ORD-01051,INV-01051,1.16
LINE-01052,ORD-01052,INV-01052,0.44
LINE-01053,ORD-01053,INV-01053,1.29
LINE-01054,ORD-01054,INV-01054,0.56
LINE-01055,ORD-01055,INV-01055,0.38
LINE-01056,ORD-01056,INV-01056,1.55
LINE-01057,ORD-01057,INV-01057,1.06
LINE-01058,ORD-01058,INV-01058,1.19
LINE-01059,ORD-01059,INV-01059,1.41
LINE-01060,ORD-01060,INV-01060,1.41
LINE-01061,ORD-01061,INV-01061,1.35
LINE-01062,ORD-01062,INV-01062,0.38
LINE-01063,ORD-01063,INV-01063,0.49
LINE-01064,ORD-01064,INV-01064,1.18
LINE-01065,ORD-01065,INV-01065,0.58
LINE-01066,ORD-01066,INV-01066,1.31
LINE-01067,ORD-01067,INV-01067,1.75
LINE-01068,ORD-01068,INV-01068,1.82
LINE-01069,ORD-01069,INV-01069,1.06
LINE-01070,ORD-01070,INV-01070,1.87
LINE-01071,ORD-01071,INV-01071,1.56
LINE-01072,ORD-01072,INV-01072,1.18
LINE-01073,ORD-01073,INV-01073,1.85
LINE-01074,ORD-01074,INV-01074,0.71
LINE-01075,ORD-01075,INV-01075,0.83
LINE-01076,ORD-01076,INV-01076,0.42
LINE-01077,ORD-01077,INV-01077,0.72
LINE-01078,ORD-01078,INV-01078,1.87
LINE-01079,ORD-01079,INV-01079,0.99
LINE-01080,ORD-01080,INV-01080,1.58
LINE-01081,ORD-01081,INV-01081,0.53
LINE-01082,ORD-01082,INV-01082,1.99
LINE-01083,ORD-01083,INV-01083,1.97
LINE-01084,ORD-01084,INV-01084,0.43
LINE-01085,ORD-01085,INV-01085,0.57
LINE-01086,ORD-01086,INV-01086,0.63
LINE-01087,ORD-01087,INV-01087,0.3
LINE-01088,ORD-01088,INV-01088,1.17
LINE-01089,ORD-01089,INV-01089,0.85
LINE-01090,ORD-01090,INV-01090,1.01
LINE-01091,ORD-01091,INV-01091,1.19
LINE-01092,ORD-01092,INV-01092,1.61
LINE-01093,ORD-01093,INV-01093,1.26
LINE-01094,ORD-01094,INV-01094,1.32
LINE-01095,ORD-01095,INV-01095,1.98
LINE-01096,ORD-01096,INV-01096,1.71
LINE-01097,ORD-01097,INV-01097,0.39
LINE-01098,ORD-01098,INV-01098,1.9
LINE-01099,ORD-01099,INV-01099,0.84
LINE-01100,ORD-01100,INV-01100,0.27
LINE-01101,ORD-01101,INV-01101,1.69
LINE-01102,ORD-01102,INV-01102,1.54
LINE-01103,ORD-01103,INV-01103,1.33
LINE-01104,ORD-01104,INV-01104,1.85
LINE-01105,ORD-01105,INV-01105,1.94
LINE-01106,ORD-01106,INV-01106,1.51
LINE-01107,ORD-01107,INV-01107,1.35
LINE-01108,ORD-01108,INV-01108,0.54
LINE-01109,ORD-01109,INV-01109,0.43
LINE-01110,ORD-01110,INV-01110,1.07
LINE-01111,ORD-01111,INV-01111,0.33
LINE-01112,ORD-01112,INV-01112,0.8
LINE-01113,ORD-01113,INV-01113,1.23
LINE-01114,ORD-01114,INV-01114,0.99
LINE-01115,ORD-01115,INV-01115,0.99
LINE-01116,ORD-01116,INV-01116,0.61
LINE-01117,ORD-01117,INV-01117,1.69
LINE-01118,ORD-01118,INV-01118,0.9
LINE-01119,ORD-01119,INV-01119,1.35
LINE-01120,ORD-01120,INV-01120,1.4
LINE-01121,ORD-01121,INV-01121,1.55
LINE-01122,ORD-01122,INV-01122,1.19
LINE-01123,ORD-01123,INV-01123,0.29
LINE-01124,ORD-01124,INV-01124,1.51
LINE-01125,ORD-01125,INV-01125,1.93
LINE-01126,ORD-01126,INV-01126,0.27
LINE-01127,ORD-01127,INV-01127,1.71
LINE-01128,ORD-01128,INV-01128,0.81
LINE-01129,ORD-01129,INV-01129,0.47
LINE-01130,ORD-01130,INV-01130,0.94
LINE-01131,ORD-01131,INV-01131,1.56
LINE-01132,ORD-01132,INV-01132,0.46
LINE-01133,ORD-01133,INV-01133,1.26
LINE-01134,ORD-01134,INV-01134,1.63
LINE-01135,ORD-01135,INV-01135,0.39
LINE-01136,ORD-01136,INV-01136,0.69
LINE-01137,ORD-01137,INV-01137,1.75
LINE-01138,ORD-01138,INV-01138,0.47
LINE-01139,ORD-01139,INV-01139,1.25
LINE-01140,ORD-01140,INV-01140,1.08
LINE-01141,ORD-01141,INV-01141,0.49
LINE-01142,ORD-01142,INV-01142,1.77
LINE-01143,ORD-01143,INV-01143,0.86
LINE-01144,ORD-01144,INV-01144,0.68
LINE-01145,ORD-01145,INV-01145,1.0
LINE-01146,ORD-01146,INV-01146,1.25
LINE-01147,ORD-01147,INV-01147,1.46
LINE-01148,ORD-01148,INV-01148,0.82
LINE-01149,ORD-01149,INV-01149,1.19
LINE-01150,ORD-01150,INV-01150,0.43
LINE-01151,ORD-01151,INV-01151,1.13
LINE-01152,ORD-01152,INV-01152,0.47
LINE-01153,ORD-01153,INV-01153,0.75
LINE-01154,ORD-01154,INV-01154,0.36
LINE-01155,ORD-01155,INV-01155,0.49
LINE-01156,ORD-01156,INV-01156,0.62
LINE-01157,ORD-01157,INV-01157,1.06
LINE-01158,ORD-01158,INV-01158,0.95
LINE-01159,ORD-01159,INV-01159,1.84
LINE-01160,ORD-01160,INV-01160,1.88
LINE-01161,ORD-01161,INV-01161,1.64
LINE-01162,ORD-01162,INV-01162,1.18
LINE-01163,ORD-01163,INV-01163,0.61
