id,farm_id,weight_tons,quality_grade,status
LOT-00582,FRM-0052,13.37,B,Packing
LOT-00583,FRM-0059,23.81,B,Intake
LOT-00584,FRM-0100,21.33,A,Storage
LOT-00585,FRM-0082,16.94,B,Intake
LOT-00586,FRM-0069,10.55,B,Quality
LOT-00587,FRM-0064,7.44,B,Packing
LOT-00588,FRM-0071,14.87,C,Storage
LOT-00589,FRM-0044,22.46,A,Intake
LOT-00590,FRM-0013,16.03,B,Intake
LOT-00591,FRM-0016,23.31,A,Storage
LOT-00592,FRM-0059,1.02,B,Quality
LOT-00593,FRM-0089,22.83,C,Packing
LOT-00594,FRM-0021,21.99,B,Intake
LOT-00595,FRM-0084,9.65,A,Packing
LOT-00596,FRM-0086,22.69,A,Intake
LOT-00597,FRM-0051,16.01,C,Quality
LOT-00598,FRM-0055,16.73,C,Intake
LOT-00599,FRM-0001,6.12,A,Quality
LOT-00600,FRM-0076,6.43,C,Storage
LOT-00601,FRM-0002,1.19,B,Intake
LOT-00602,FRM-0055,17.66,B,Intake
LOT-00603,FRM-0030,10.19,C,Intake
LOT-00604,FRM-0014,8.52,B,Quality
LOT-00605,FRM-0049,19.56,A,Quality
LOT-00606,FRM-0009,13.73,A,Quality
LOT-00607,FRM-0057,9.43,A,Quality
LOT-00608,FRM-0053,15.79,B,Quality
LOT-00609,FRM-0012,22.52,A,Intake
LOT-00610,FRM-0076,18.52,B,Storage
LOT-00611,FRM-0041,19.99,A,Packing
LOT-00612,FRM-0083,3.02,C,Packing
LOT-00613,FRM-0100,23.59,A,Packing
LOT-00614,FRM-0027,13.43,C,Quality
LOT-00615,FRM-0096,10.4,C,Intake
LOT-00616,FRM-0031,12.88,A,Quality
LOT-00617,FRM-0064,16.31,A,Intake
LOT-00618,FRM-0047,23.41,A,Storage
LOT-00619,FRM-0073,11.1,C,Quality
LOT-00620,FRM-0098,12.3,A,Intake
LOT-00621,FRM-0076,2.62,B,Quality
LOT-00622,FRM-0006,23.14,B,Packing
LOT-00623,FRM-0081,18.1,B,Storage
LOT-00624,FRM-0090,10.65,C,Quality
LOT-00625,FRM-0036,3.01,A,Quality
LOT-00626,FRM-0020,13.87,B,Intake
LOT-00627,FRM-0040,17.77,C,Quality
LOT-00628,FRM-0008,6.87,B,Intake
LOT-00629,FRM-0059,15.7,A,Packing
LOT-00630,FRM-0086,18.8,C,Quality
LOT-00631,FRM-0016,1.3,A,Intake
LOT-00632,FRM-0021,12.91,B,Packing
LOT-00633,FRM-0022,9.92,C,Packing
LOT-00634,FRM-0094,22.27,A,Packing
LOT-00635,FRM-0055,7.53,A,Packing
LOT-00636,FRM-0092,24.4,C,Intake
LOT-00637,FRM-0064,11.92,B,Intake
LOT-00638,FRM-0064,21.62,A,Packing
LOT-00639,FRM-0021,7.12,A,Intake
LOT-00640,FRM-0030,18.78,A,Intake
LOT-00641,FRM-0002,6.87,B,Packing
LOT-00642,FRM-0050,23.09,A,Intake
LOT-00643,FRM-0071,20.27,C,Storage
LOT-00644,FRM-0029,8.72,B,Packing
LOT-00645,FRM-0035,20.82,C,Packing
LOT-00646,FRM-0016,13.05,A,Quality
LOT-00647,FRM-0029,20.3,A,Storage
LOT-00648,FRM-0009,22.05,B,Packing
LOT-00649,FRM-0042,3.07,B,Intake
LOT-00650,FRM-0048,5.82,C,Packing
LOT-00651,FRM-0095,15.95,B,Packing
LOT-00652,FRM-0076,24.32,A,Quality
LOT-00653,FRM-0020,1.15,B,Intake
LOT-00654,FRM-0030,14.0,C,Intake
LOT-00655,FRM-0043,1.04,C,Storage
LOT-00656,FRM-0095,18.45,A,Quality
LOT-00657,FRM-0068,24.59,B,Storage
LOT-00658,FRM-0008,24.34,A,Packing
LOT-00659,FRM-0012,2.05,A,Storage
LOT-00660,FRM-0090,22.49,B,Intake
LOT-00661,FRM-0075,3.29,A,Storage
LOT-00662,FRM-0010,15.21,A,Storage
LOT-00663,FRM-0085,24.14,A,Packing
LOT-00664,FRM-0034,21.42,B,Packing
LOT-00665,FRM-0041,11.87,A,Intake
LOT-00666,FRM-0026,4.27,C,Intake
LOT-00667,FRM-0020,3.54,B,Storage
LOT-00668,FRM-0041,10.76,C,Packing
LOT-00669,FRM-0099,5.98,B,Storage
LOT-00670,FRM-0034,21.46,A,Quality
LOT-00671,FRM-0088,8.3,C,Intake
LOT-00672,FRM-0028,21.06,B,Quality
LOT-00673,FRM-0012,18.07,B,Storage
LOT-00674,FRM-0066,2.17,B,Packing
LOT-00675,FRM-0023,1.75,B,Storage
LOT-00676,FRM-0072,18.95,A,Intake
LOT-00677,FRM-0060,3.45,A,Intake
LOT-00678,FRM-0002,2.48,A,Quality
LOT-00679,FRM-0026,20.77,B,Intake
LOT-00680,FRM-0075,15.07,A,Intake
LOT-00681,FRM-0009,5.75,C,Storage
LOT-00682,FRM-0017,3.21,B,Intake
LOT-00683,FRM-0006,23.61,A,Quality
LOT-00684,FRM-0074,11.4,C,Storage
LOT-00685,FRM-0064,1.71,C,Storage
LOT-00686,FRM-0023,9.49,A,Packing
LOT-00687,FRM-0036,11.7,A,Intake
LOT-00688,FRM-0079,15.86,A,Packing
LOT-00689,FRM-0064,10.89,C,Storage
LOT-00690,FRM-0008,3.11,B,Quality
LOT-00691,FRM-0054,5.79,C,Quality
LOT-00692,FRM-0081,24.86,C,Intake
LOT-00693,FRM-0049,19.77,B,Storage
LOT-00694,FRM-0070,19.75,B,Packing
LOT-00695,FRM-0050,7.49,A,Packing
LOT-00696,FRM-0077,6.26,B,Intake
LOT-00697,FRM-0061,13.71,C,Quality
LOT-00698,FRM-0021,3.4,C,Quality
LOT-00699,FRM-0035,13.81,C,Intake
LOT-00700,FRM-0098,24.91,A,Storage
LOT-00701,FRM-0046,23.44,A,Quality
LOT-00702,FRM-0031,15.22,C,Packing
LOT-00703,FRM-0076,1.68,C,Packing
LOT-00704,FRM-0073,14.53,C,Quality
LOT-00705,FRM-0064,14.01,A,Storage
LOT-00706,FRM-0005,3.17,A,Quality
LOT-00707,FRM-0003,13.63,A,Packing
LOT-00708,FRM-0079,5.84,A,Packing
LOT-00709,FRM-0092,5.26,B,Intake
LOT-00710,FRM-0003,4.55,C,Quality
LOT-00711,FRM-0100,3.66,C,Packing
LOT-00712,FRM-0010,9.97,C,Storage
LOT-00713,FRM-0076,3.42,B,Packing
LOT-00714,FRM-0018,24.42,C,Storage
LOT-00715,FRM-0082,24.06,C,Packing
LOT-00716,FRM-0023,17.97,C,Packing
LOT-00717,FRM-0029,16.97,A,Storage
LOT-00718,FRM-0040,18.62,B,Quality
LOT-00719,FRM-0023,18.49,C,Storage
LOT-00720,FRM-0099,24.16,A,Quality
LOT-00721,FRM-0078,8.64,C,Quality
LOT-00722,FRM-0082,14.57,B,Quality
LOT-00723,FRM-0043,18.89,A,Packing
LOT-00724,FRM-0041,5.03,A,Packing
LOT-00725,FRM-0058,1.27,A,Quality
LOT-00726,FRM-0089,2.63,B,Intake
LOT-00727,FRM-0093,1.03,B,Storage
LOT-00728,FRM-0094,11.07,A,Storage
LOT-00729,FRM-0064,22.16,B,Storage
LOT-00730,FRM-0013,20.89,C,Quality
LOT-00731,FRM-0021,11.83,A,Packing
LOT-00732,FRM-0003,8.65,A,Intake
LOT-00733,FRM-0044,5.08,B,Quality
LOT-00734,FRM-0094,2.8,A,Packing
LOT-00735,FRM-0077,24.65,B,Intake
LOT-00736,FRM-0056,23.62,A,Storage
LOT-00737,FRM-0021,2.29,B,Quality
LOT-00738,FRM-0025,10.82,C,Packing
LOT-00739,FRM-0085,7.76,A,Intake
LOT-00740,FRM-0007,10.43,C,Storage
LOT-00741,FRM-0020,2.31,A,Storage
LOT-00742,FRM-0012,8.07,C,Storage
LOT-00743,FRM-0026,3.33,A,Quality
LOT-00744,FRM-0082,8.0,A,Storage
LOT-00745,FRM-0015,8.4,B,Storage
LOT-00746,FRM-0063,22.48,B,Intake
LOT-00747,FRM-0083,14.06,A,Packing
LOT-00748,FRM-0049,9.87,B,Intake
LOT-00749,FRM-0034,11.55,B,Quality
LOT-00750,FRM-0035,14.54,A,Intake
LOT-00751,FRM-0011,17.04,C,Storage
LOT-00752,FRM-0097,15.15,C,Intake
LOT-00753,FRM-0050,20.64,B,Storage
LOT-00754,FRM-0074,22.16,B,Packing
LOT-00755,FRM-0011,10.48,C,Intake
LOT-00756,FRM-0065,14.71,C,Quality
LOT-00757,FRM-0016,23.78,B,Quality
LOT-00758,FRM-0022,24.33,A,Quality
LOT-00759,FRM-0006,11.16,C,Storage
LOT-00760,FRM-0026,24.93,C,Quality
LOT-00761,FRM-0077,7.19,C,Intake
LOT-00762,FRM-0012,10.31,B,Packing
LOT-00763,FRM-0036,13.47,A,Storage
LOT-00764,FRM-0015,10.95,A,Intake
LOT-00765,FRM-0014,14.5,A,Packing
LOT-00766,FRM-0069,22.12,B,Packing
LOT-00767,FRM-0050,16.71,C,Storage
LOT-00768,FRM-0005,5.13,B,Quality
LOT-00769,FRM-0080,15.61,C,Storage
LOT-00770,FRM-0005,10.5,B,Quality
LOT-00771,FRM-0007,18.9,B,Packing
LOT-00772,FRM-0003,9.11,B,Packing
LOT-00773,FRM-0036,21.23,C,Intake
LOT-00774,FRM-0030,4.23,C,Storage
LOT-00775,FRM-0100,20.82,B,Storage
LOT-00776,FRM-0078,16.49,A,Storage
LOT-00777,FRM-0028,22.92,B,Storage
LOT-00778,FRM-0098,13.4,B,Intake
LOT-00779,FRM-0066,20.0,A,Packing
LOT-00780,FRM-0091,13.16,A,Intake
LOT-00781,FRM-0023,5.63,A,Intake
LOT-00782,FRM-0032,1.79,A,Packing
LOT-00783,FRM-0091,5.78,B,Storage
LOT-00784,FRM-0065,10.53,A,Intake
LOT-00785,FRM-0031,9.94,C,Storage
LOT-00786,FRM-0023,24.05,B,Packing
LOT-00787,FRM-0045,4.92,B,Intake
LOT-00788,FRM-0037,1.66,A,Quality
LOT-00789,FRM-0074,19.72,A,Quality
LOT-00790,FRM-0083,6.4,A,Packing
LOT-00791,FRM-0084,10.83,A,Intake
LOT-00792,FRM-0061,22.88,C,Quality
LOT-00793,FRM-0077,20.22,A,Packing
LOT-00794,FRM-0078,20.32,B,Packing
LOT-00795,FRM-0055,22.49,B,Storage
LOT-00796,FRM-0033,6.24,B,Storage
LOT-00797,FRM-0075,3.46,C,Packing
LOT-00798,FRM-0072,16.54,C,Packing
LOT-00799,FRM-0039,17.43,B,Intake
LOT-00800,FRM-0044,24.72,C,Packing
LOT-00801,FRM-0036,7.27,C,Packing
LOT-00802,FRM-0025,4.6,A,Intake
LOT-00803,FRM-0077,10.7,B,Quality
LOT-00804,FRM-0093,1.61,B,Packing
LOT-00805,FRM-0034,22.77,B,Storage
LOT-00806,FRM-0095,1.85,C,Quality
LOT-00807,FRM-0044,18.44,A,Storage
LOT-00808,FRM-0086,9.6,B,Quality
LOT-00809,FRM-0085,22.04,A,Packing
LOT-00810,FRM-0013,12.3,C,Packing
LOT-00811,FRM-0093,20.4,A,Packing
LOT-00812,FRM-0084,3.14,B,Quality
LOT-00813,FRM-0096,21.91,B,Packing
LOT-00814,FRM-0048,7.25,B,Storage
LOT-00815,FRM-0016,12.29,C,Intake
LOT-00816,FRM-0061,22.35,C,Intake
LOT-00817,FRM-0088,10.16,B,Storage
LOT-00818,FRM-0007,21.9,A,Quality
LOT-00819,FRM-0026,9.22,C,Storage
LOT-00820,FRM-0019,8.59,C,Quality
LOT-00821,FRM-0100,2.94,B,Quality
LOT-00822,FRM-0041,16.23,A,Storage
LOT-00823,FRM-0036,6.03,A,Quality
LOT-00824,FRM-0063,19.85,A,Quality
LOT-00825,FRM-0079,11.41,B,Storage
LOT-00826,FRM-0055,24.17,B,Intake
LOT-00827,FRM-0005,13.81,C,Packing
LOT-00828,FRM-0002,22.41,C,Quality
LOT-00829,FRM-0003,17.24,C,Quality
LOT-00830,FRM-0029,17.64,B,Packing
LOT-00831,FRM-0017,3.46,C,Packing
LOT-00832,FRM-0022,2.57,A,Packing
LOT-00833,FRM-0038,11.94,C,Packing
LOT-00834,FRM-0056,22.31,A,Packing
LOT-00835,FRM-0063,9.62,A,Quality
LOT-00836,FRM-0052,1.46,A,Quality
LOT-00837,FRM-0028,18.62,C,Quality
LOT-00838,FRM-0016,9.8,C,Intake
LOT-00839,FRM-0049,22.04,B,Intake
LOT-00840,FRM-0077,24.87,C,Intake
LOT-00841,FRM-0084,21.07,A,Intake
LOT-00842,FRM-0054,11.66,A,Packing
LOT-00843,FRM-0061,17.84,A,Intake
LOT-00844,FRM-0039,11.1,A,Packing
LOT-00845,FRM-0080,15.54,A,Storage
LOT-00846,FRM-0014,13.28,C,Intake
LOT-00847,FRM-0037,3.74,A,Storage
LOT-00848,FRM-0026,15.62,B,Quality
LOT-00849,FRM-0046,17.88,B,Quality
LOT-00850,FRM-0006,14.16,A,Storage
LOT-00851,FRM-0043,6.63,A,Intake
LOT-00852,FRM-0015,21.05,C,Storage
LOT-00853,FRM-0020,23.79,C,Intake
LOT-00854,FRM-0093,18.37,B,Quality
LOT-00855,FRM-0059,24.73,B,Packing
LOT-00856,FRM-0060,2.2,A,Intake
LOT-00857,FRM-0038,9.65,C,Packing
LOT-00858,FRM-0055,18.72,A,Intake
LOT-00859,FRM-0002,21.45,C,Quality
LOT-00860,FRM-0043,9.58,B,Packing
LOT-00861,FRM-0094,3.23,B,Quality
LOT-00862,FRM-0015,10.62,B,Packing
LOT-00863,FRM-0050,17.56,B,Storage
LOT-00864,FRM-0084,22.27,A,Intake
LOT-00865,FRM-0017,17.71,A,Quality
LOT-00866,FRM-0014,10.98,C,Storage
LOT-00867,FRM-0073,17.28,A,Storage
LOT-00868,FRM-0100,9.61,A,Quality
LOT-00869,FRM-0062,23.09,A,Storage
LOT-00870,FRM-0057,2.1,B,Packing
LOT-00871,FRM-0002,17.91,C,Quality
LOT-00872,FRM-0086,21.96,C,Intake
LOT-00873,FRM-0056,16.88,A,Storage
LOT-00874,FRM-0045,16.93,C,Storage
LOT-00875,FRM-0020,21.14,C,Intake
LOT-00876,FRM-0002,16.44,A,Storage
LOT-00877,FRM-0064,21.87,A,Storage
LOT-00878,FRM-0042,6.78,B,Intake
LOT-00879,FRM-0065,6.34,C,Storage
LOT-00880,FRM-0052,20.61,A,Storage
LOT-00881,FRM-0057,20.23,B,Intake
LOT-00882,FRM-0064,11.73,A,Storage
LOT-00883,FRM-0096,16.68,A,Storage
LOT-00884,FRM-0053,1.86,C,Intake
LOT-00885,FRM-0012,20.0,C,Packing
LOT-00886,FRM-0066,14.5,C,Storage
LOT-00887,FRM-0044,9.72,A,Quality
LOT-00888,FRM-0059,8.97,C,Storage
LOT-00889,FRM-0092,16.77,C,Storage
LOT-00890,FRM-0015,3.34,C,Quality
LOT-00891,FRM-0001,9.19,C,Packing
LOT-00892,FRM-0071,13.53,C,Intake
LOT-00893,FRM-0006,22.53,B,Quality
LOT-00894,FRM-0092,18.82,B,Intake
LOT-00895,FRM-0033,15.66,A,Intake
LOT-00896,FRM-0051,6.17,A,Packing
LOT-00897,FRM-0014,19.17,A,Intake
LOT-00898,FRM-0099,22.4,B,Quality
LOT-00899,FRM-0064,1.1,C,Intake
LOT-00900,FRM-0071,23.45,C,Storage
LOT-00901,FRM-0066,19.75,A,Quality
LOT-00902,FRM-0094,20.57,A,Storage
LOT-00903,FRM-0085,15.41,B,Storage
LOT-00904,FRM-0054,24.51,C,Quality
LOT-00905,FRM-0036,10.55,B,Packing
LOT-00906,FRM-0058,20.32,A,Storage
LOT-00907,FRM-0078,17.8,C,Packing
LOT-00908,FRM-0090,14.15,B,Quality
LOT-00909,FRM-0026,6.03,C,Packing
LOT-00910,FRM-0088,9.29,C,Quality
LOT-00911,FRM-0091,16.6,A,Packing
LOT-00912,FRM-0091,3.77,B,Storage
LOT-00913,FRM-0075,14.7,C,Storage
LOT-00914,FRM-0087,18.95,C,Packing
LOT-00915,FRM-0055,20.4,C,Intake
LOT-00916,FRM-0004,10.14,A,Intake
LOT-00917,FRM-0026,7.41,A,Packing
LOT-00918,FRM-0088,7.01,A,Packing
LOT-00919,FRM-0027,19.09,A,Packing
LOT-00920,FRM-0058,3.46,C,Quality
LOT-00921,FRM-0096,16.53,B,Quality
LOT-00922,FRM-0066,19.82,C,Packing
LOT-00923,FRM-0089,16.95,B,Storage
LOT-00924,FRM-0054,23.96,C,Packing
LOT-00925,FRM-0071,2.29,C,Packing
LOT-00926,FRM-0026,15.89,B,Quality
LOT-00927,FRM-0082,17.91,C,Packing
LOT-00928,FRM-0097,15.12,C,Quality
LOT-00929,FRM-0100,18.4,A,Packing
LOT-00930,FRM-0058,5.26,C,Intake
LOT-00931,FRM-0024,24.1,C,Intake
LOT-00932,FRM-0049,1.98,B,Packing
LOT-00933,FRM-0017,4.86,B,Intake
LOT-00934,FRM-0043,12.19,A,Intake
LOT-00935,FRM-0020,23.29,C,Intake
LOT-00936,FRM-0100,23.38,C,Packing
LOT-00937,FRM-0063,19.96,C,Packing
LOT-00938,FRM-0010,19.82,B,Quality
LOT-00939,FRM-0024,13.49,C,Quality
LOT-00940,FRM-0054,14.03,B,Intake
LOT-00941,FRM-0045,6.31,A,Packing
LOT-00942,FRM-0043,9.66,A,Storage
LOT-00943,FRM-0072,20.77,C,Intake
LOT-00944,FRM-0015,17.05,B,Quality
LOT-00945,FRM-0083,15.73,C,Quality
LOT-00946,FRM-0006,17.38,B,Storage
LOT-00947,FRM-0015,10.26,C,Packing
LOT-00948,FRM-0004,22.87,B,Storage
LOT-00949,FRM-0063,2.05,C,Quality
LOT-00950,FRM-0042,13.33,A,Quality
LOT-00951,FRM-0099,13.91,A,Intake
LOT-00952,FRM-0027,17.09,A,Storage
LOT-00953,FRM-0014,5.93,C,Storage
LOT-00954,FRM-0083,20.6,A,Quality
LOT-00955,FRM-0004,12.02,B,Intake
LOT-00956,FRM-0012,2.76,A,Packing
LOT-00957,FRM-0072,2.69,A,Packing
LOT-00958,FRM-0053,10.31,C,Storage
LOT-00959,FRM-0056,8.59,B,Intake
LOT-00960,FRM-0069,1.14,C,Intake
LOT-00961,FRM-0097,18.9,A,Intake
LOT-00962,FRM-0046,23.27,A,Packing
LOT-00963,FRM-0088,8.23,A,Packing
LOT-00964,FRM-0098,23.24,B,Storage
LOT-00965,FRM-0085,1.74,A,Quality
LOT-00966,FRM-0018,18.92,C,Packing
LOT-00967,FRM-0082,4.46,C,Packing
LOT-00968,FRM-0002,14.28,C,Quality
LOT-00969,FRM-0016,2.0,C,Storage
LOT-00970,FRM-0069,14.14,A,Packing
LOT-00971,FRM-0027,18.96,C,Packing
LOT-00972,FRM-0028,10.9,C,Quality
LOT-00973,FRM-0021,5.42,C,Packing
LOT-00974,FRM-0025,3.75,C,Intake
LOT-00975,FRM-0097,23.38,C,Storage
LOT-00976,FRM-0083,14.19,B,Intake
LOT-00977,FRM-0033,3.36,C,Storage
LOT-00978,FRM-0043,9.57,C,Quality
LOT-00979,FRM-0013,7.84,A,Quality
LOT-00980,FRM-0041,12.66,B,Packing
LOT-00981,FRM-0089,15.02,C,Packing
LOT-00982,FRM-0041,24.01,A,Intake
LOT-00983,FRM-0041,6.91,A,Storage
LOT-00984,FRM-0036,21.16,A,Packing
LOT-00985,FRM-0062,12.11,B,Packing
LOT-00986,FRM-0063,14.24,A,Intake
LOT-00987,FRM-0036,21.61,A,Quality
LOT-00988,FRM-0034,18.61,C,Intake
LOT-00989,FRM-0094,2.81,A,Intake
LOT-00990,FRM-0075,14.89,C,Quality
LOT-00991,FRM-0005,14.24,C,Storage
LOT-00992,FRM-0084,19.6,B,Storage
LOT-00993,FRM-0029,22.39,C,Packing
LOT-00994,FRM-0018,12.15,C,Intake
LOT-00995,FRM-0051,9.73,A,Quality
LOT-00996,FRM-0079,17.42,C,Quality
LOT-00997,FRM-0058,4.82,C,Quality
LOT-00998,FRM-0095,18.57,B,Intake
LOT-00999,FRM-0029,19.28,A,Intake
LOT-01000,FRM-0034,9.87,A,Quality
LOT-01001,FRM-0067,22.79,B,Storage
LOT-01002,FRM-0061,23.03,A,Intake
LOT-01003,FRM-0084,8.78,C,Packing
LOT-01004,FRM-0095,7.32,C,Quality
LOT-01005,FRM-0049,16.69,B,Intake
LOT-01006,FRM-0067,7.04,A,Storage
LOT-01007,FRM-0046,20.61,B,Storage
LOT-01008,FRM-0062,22.29,A,Quality
LOT-01009,FRM-0057,4.97,A,Packing
LOT-01010,FRM-0028,4.61,A,Packing
LOT-01011,FRM-0078,18.22,A,Quality
LOT-01012,FRM-0054,20.47,C,Intake
LOT-01013,FRM-0062,17.21,B,Quality
LOT-01014,FRM-0076,4.87,B,Intake
LOT-01015,FRM-0032,2.04,C,Quality
LOT-01016,FRM-0018,16.11,A,Quality
LOT-01017,FRM-0008,4.99,A,Storage
LOT-01018,FRM-0077,24.26,C,Intake
LOT-01019,FRM-0093,18.47,B,Intake
LOT-01020,FRM-0028,11.78,B,Storage
LOT-01021,FRM-0022,6.26,B,Quality
LOT-01022,FRM-0075,20.69,A,Packing
LOT-01023,FRM-0022,18.38,B,Storage
LOT-01024,FRM-0077,15.17,A,Storage
LOT-01025,FRM-0050,4.17,A,Quality
LOT-01026,FRM-0067,21.63,C,Storage
LOT-01027,FRM-0020,15.53,A,Storage
LOT-01028,FRM-0079,15.4,C,Intake
LOT-01029,FRM-0012,12.57,A,Intake
LOT-01030,FRM-0100,17.29,B,Storage
LOT-01031,FRM-0048,22.0,C,Storage
LOT-01032,FRM-0030,23.52,B,Storage
LOT-01033,FRM-0045,15.14,C,Intake
LOT-01034,FRM-0055,4.21,B,Quality
LOT-01035,FRM-0011,7.8,C,Storage
LOT-01036,FRM-0033,5.54,C,Intake
LOT-01037,FRM-0074,13.54,C,Intake
LOT-01038,FRM-0049,16.71,C,Packing
LOT-01039,FRM-0053,9.69,A,Storage
LOT-01040,FRM-0084,15.05,B,Storage
LOT-01041,FRM-0073,9.78,B,Storage
LOT-01042,FRM-0097,5.89,C,Storage
LOT-01043,FRM-0023,9.89,C,Storage
LOT-01044,FRM-0033,24.72,C,Packing
LOT-01045,FRM-0100,17.93,C,Quality
LOT-01046,FRM-0085,3.86,A,Storage
LOT-01047,FRM-0090,23.78,A,Quality
LOT-01048,FRM-0066,10.61,B,Intake
LOT-01049,FRM-0021,10.34,C,Intake
LOT-01050,FRM-0012,20.76,B,Storage
LOT-01051,FRM-0012,2.54,A,Packing
LOT-01052,FRM-0011,15.62,C,Storage
LOT-01053,FRM-0052,15.74,C,Packing
LOT-01054,FRM-0092,24.12,A,Quality
LOT-01055,FRM-0082,12.86,A,Quality
LOT-01056,FRM-0085,23.34,C,Packing
LOT-01057,FRM-0025,1.81,C,Quality
LOT-01058,FRM-0079,5.07,A,Packing
LOT-01059,FRM-0031,16.72,A,Intake
LOT-01060,FRM-0036,19.71,B,Storage
LOT-01061,FRM-0052,15.07,C,Intake
LOT-01062,FRM-0095,17.89,A,Packing
LOT-01063,FRM-0093,20.91,C,Packing
LOT-01064,FRM-0045,24.12,B,Quality
LOT-01065,FRM-0078,24.11,B,Storage
LOT-01066,FRM-0074,1.11,A,Storage
LOT-01067,FRM-0065,3.56,A,Packing
LOT-01068,FRM-0044,23.73,C,Packing
LOT-01069,FRM-0069,20.52,C,Packing
LOT-01070,FRM-0089,11.63,B,Storage
LOT-01071,FRM-0099,6.84,B,Storage
LOT-01072,FRM-0088,12.06,C,Intake
LOT-01073,FRM-0062,3.79,A,Storage
LOT-01074,FRM-0082,19.93,A,Quality
LOT-01075,FRM-0041,10.9,B,Intake
LOT-01076,FRM-0090,20.97,A,Packing
LOT-01077,FRM-0012,10.57,C,Packing
LOT-01078,FRM-0010,14.31,A,Storage
LOT-01079,FRM-0041,9.48,C,Packing
LOT-01080,FRM-0024,23.73,C,Quality
LOT-01081,FRM-0064,18.69,A,Quality
LOT-01082,FRM-0034,5.96,A,Quality
LOT-01083,FRM-0080,9.54,A,Intake
LOT-01084,FRM-0011,17.22,C,Storage
LOT-01085,FRM-0079,1.16,C,Intake
LOT-01086,FRM-0062,9.91,B,Storage
LOT-01087,FRM-0074,21.85,B,Quality
LOT-01088,FRM-0098,22.98,B,Storage
LOT-01089,FRM-0029,19.0,A,Intake
LOT-01090,FRM-0068,20.18,B,Intake
LOT-01091,FRM-0065,9.33,C,Quality
LOT-01092,FRM-0059,24.44,C,Storage
LOT-01093,FRM-0041,17.54,A,Quality
LOT-01094,FRM-0049,14.94,B,Packing
LOT-01095,FRM-0079,21.68,A,Packing
LOT-01096,FRM-0031,7.47,C,Packing
LOT-01097,FRM-0047,5.41,B,Quality
LOT-01098,FRM-0054,17.82,B,Packing
LOT-01099,FRM-0052,7.71,A,Quality
LOT-01100,FRM-0074,17.46,A,Packing
LOT-01101,FRM-0031,14.33,B,Quality
LOT-01102,FRM-0019,20.2,C,Quality
LOT-01103,FRM-0061,20.34,A,Storage
LOT-01104,FRM-0064,4.23,C,Packing
LOT-01105,FRM-0063,8.2,C,Intake
LOT-01106,FRM-0051,3.38,A,Intake
LOT-01107,FRM-0028,20.53,B,Intake
LOT-01108,FRM-0058,18.87,B,Packing
LOT-01109,FRM-0047,14.45,B,Packing
LOT-01110,FRM-0003,10.88,B,Quality
LOT-01111,FRM-0074,14.82,C,Quality
LOT-01112,FRM-0100,7.83,B,Storage
LOT-01113,FRM-0100,18.68,A,Storage
LOT-01114,FRM-0079,7.88,C,Quality
LOT-01115,FRM-0022,16.37,B,Storage
LOT-01116,FRM-0081,15.7,B,Intake
LOT-01117,FRM-0011,4.89,A,Packing
LOT-01118,FRM-0041,16.67,C,Packing
LOT-01119,FRM-0078,16.47,B,Storage
LOT-01120,FRM-0100,21.71,B,Storage
LOT-01121,FRM-0053,5.02,A,Quality
LOT-01122,FRM-0094,6.63,B,Intake
LOT-01123,FRM-0027,5.01,A,Intake
LOT-01124,FRM-0009,23.48,B,Intake
LOT-01125,FRM-0004,19.5,C,Intake
LOT-01126,FRM-0014,7.3,A,Intake
LOT-01127,FRM-0084,23.36,B,Packing
LOT-01128,FRM-0030,6.94,B,Storage
LOT-01129,FRM-0081,4.03,C,Quality
LOT-01130,FRM-0004,1.84,B,Packing
LOT-01131,FRM-0061,12.21,C,Packing
LOT-01132,FRM-0071,11.68,C,Quality
LOT-01133,FRM-0076,15.34,C,Storage
LOT-01134,FRM-0068,16.35,C,Packing
LOT-01135,FRM-0045,12.56,A,Intake
LOT-01136,FRM-0057,8.39,B,Packing
LOT-01137,FRM-0020,8.29,A,Quality
LOT-01138,FRM-0045,7.88,C,Intake
LOT-01139,FRM-0089,23.13,B,Packing
LOT-01140,FRM-0002,19.38,B,Quality
LOT-01141,FRM-0001,14.16,A,Storage
LOT-01142,FRM-0072,11.49,A,Quality
LOT-01143,FRM-0092,18.69,B,Storage
LOT-01144,FRM-0029,7.31,B,Quality
LOT-01145,FRM-0067,19.35,C,Packing
LOT-01146,FRM-0037,16.56,C,Packing
LOT-01147,FRM-0053,5.51,A,Quality
LOT-01148,FRM-0018,7.95,C,Storage
LOT-01149,FRM-0080,11.87,C,Storage
LOT-01150,FRM-0025,8.7,A,Intake
LOT-01151,FRM-0069,1.53,A,Packing
LOT-01152,FRM-0035,4.0,B,Intake
LOT-01153,FRM-0030,3.16,A,Storage
LOT-01154,FRM-0028,9.21,B,Storage
LOT-01155,FRM-0048,12.13,A,Packing
LOT-01156,FRM-0011,21.25,A,Intake
LOT-01157,FRM-0035,19.62,A,Storage
LOT-01158,FRM-0024,5.61,B,Storage
LOT-01159,FRM-0002,3.93,C,Quality
LOT-01160,FRM-0050,19.51,B,Quality
LOT-01161,FRM-0095,24.87,A,Storage
LOT-01162,FRM-0095,19.5,C,Quality
LOT-01163,FRM-0061,10.34,B,Packing
