id,lot_id,warehouse_id,quantity_tons,status
INV-00559,LOT-00559,WH-005,19.3,Available
INV-00560,LOT-00560,WH-004,5.46,Available
INV-00561,LOT-00561,WH-008,16.4,Available
INV-00562,LOT-00562,WH-001,17.6,Available
INV-00563,LOT-00563,WH-007,11.62,Available
INV-00564,LOT-00564,WH-008,16.05,Available
INV-00565,LOT-00565,WH-001,6.44,Available
INV-00566,LOT-00566,WH-002,12.36,Available
INV-00567,LOT-00567,WH-008,16.59,Available
INV-00568,LOT-00568,WH-009,4.11,Available
INV-00569,LOT-00569,WH-006,14.8,Available
INV-00570,LOT-00570,WH-009,3.77,Available
INV-00571,LOT-00571,WH-006,8.73,Available
INV-00572,LOT-00572,WH-010,8.63,Available
INV-00573,LOT-00573,WH-008,19.69,Available
INV-00574,LOT-00574,WH-005,3.81,Available
INV-00575,LOT-00575,WH-008,13.84,Available
INV-00576,LOT-00576,WH-007,7.85,Available
INV-00577,LOT-00577,WH-007,2.64,Available
INV-00578,LOT-00578,WH-005,17.81,Available
INV-00579,LOT-00579,WH-006,18.57,Available
INV-00580,LOT-00580,WH-008,9.56,Available
INV-00581,LOT-00581,WH-009,17.37,Available
INV-00582,LOT-00582,WH-003,17.91,Available
INV-00583,LOT-00583,WH-006,10.62,Available
INV-00584,LOT-00584,WH-003,12.38,Available
INV-00585,LOT-00585,WH-009,13.02,Available
INV-00586,LOT-00586,WH-003,17.17,Available
INV-00587,LOT-00587,WH-010,3.65,Available
INV-00588,LOT-00588,WH-004,16.67,Available
INV-00589,LOT-00589,WH-007,2.55,Available
INV-00590,LOT-00590,WH-007,17.73,Available
INV-00591,LOT-00591,WH-009,11.34,Available
INV-00592,LOT-00592,WH-009,2.97,Available
INV-00593,LOT-00593,WH-001,5.84,Available
INV-00594,LOT-00594,WH-009,13.63,Available
INV-00595,LOT-00595,WH-003,15.05,Available
INV-00596,LOT-00596,WH-006,10.29,Available
INV-00597,LOT-00597,WH-006,14.91,Available
INV-00598,LOT-00598,WH-006,11.42,Available
INV-00599,LOT-00599,WH-007,10.94,Available
INV-00600,LOT-00600,WH-007,5.16,Available
INV-00601,LOT-00601,WH-006,15.25,Available
INV-00602,LOT-00602,WH-002,5.29,Available
INV-00603,LOT-00603,WH-008,3.96,Available
INV-00604,LOT-00604,WH-004,14.61,Available
INV-00605,LOT-00605,WH-009,16.2,Available
INV-00606,LOT-00606,WH-008,3.74,Available
INV-00607,LOT-00607,WH-002,14.2,Available
INV-00608,LOT-00608,WH-005,5.59,Available
INV-00609,LOT-00609,WH-007,6.75,Available
INV-00610,LOT-00610,WH-004,11.3,Available
INV-00611,LOT-00611,WH-002,19.08,Available
INV-00612,LOT-00612,WH-004,1.45,Available
INV-00613,LOT-00613,WH-001,6.62,Available
INV-00614,LOT-00614,WH-004,4.53,Available
INV-00615,LOT-00615,WH-002,2.27,Available
INV-00616,LOT-00616,WH-008,19.07,Available
INV-00617,LOT-00617,WH-007,18.95,Available
INV-00618,LOT-00618,WH-007,1.2,Available
INV-00619,LOT-00619,WH-010,6.7,Available
INV-00620,LOT-00620,WH-007,8.12,Available
INV-00621,LOT-00621,WH-005,9.14,Available
INV-00622,LOT-00622,WH-010,18.47,Available
INV-00623,LOT-00623,WH-010,12.27,Available
INV-00624,LOT-00624,WH-008,19.56,Available
INV-00625,LOT-00625,WH-008,7.07,Available
INV-00626,LOT-00626,WH-001,5.86,Available
INV-00627,LOT-00627,WH-008,17.36,Available
INV-00628,LOT-00628,WH-007,15.31,Available
INV-00629,LOT-00629,WH-002,9.03,Available
INV-00630,LOT-00630,WH-010,12.78,Available
INV-00631,LOT-00631,WH-006,19.03,Available
INV-00632,LOT-00632,WH-008,19.9,Available
INV-00633,LOT-00633,WH-007,1.73,Available
INV-00634,LOT-00634,WH-008,15.42,Available
INV-00635,LOT-00635,WH-002,10.02,Available
INV-00636,LOT-00636,WH-009,2.75,Available
INV-00637,LOT-00637,WH-004,14.76,Available
INV-00638,LOT-00638,WH-002,9.64,Available
INV-00639,LOT-00639,WH-006,5.59,Available
INV-00640,LOT-00640,WH-008,1.65,Available
INV-00641,LOT-00641,WH-005,11.5,Available
INV-00642,LOT-00642,WH-008,5.11,Available
INV-00643,LOT-00643,WH-007,2.8,Available
INV-00644,LOT-00644,WH-003,12.28,Available
INV-00645,LOT-00645,WH-001,18.78,Available
INV-00646,LOT-00646,WH-008,2.31,Available
INV-00647,LOT-00647,WH-003,9.8,Available
INV-00648,LOT-00648,WH-010,8.38,Available
INV-00649,LOT-00649,WH-009,13.42,Available
INV-00650,LOT-00650,WH-001,5.81,Available
INV-00651,LOT-00651,WH-002,14.27,Available
INV-00652,LOT-00652,WH-008,4.3,Available
INV-00653,LOT-00653,WH-008,6.57,Available
INV-00654,LOT-00654,WH-003,1.76,Available
INV-00655,LOT-00655,WH-010,7.3,Available
INV-00656,LOT-00656,WH-002,14.05,Available
INV-00657,LOT-00657,WH-002,4.78,Available
INV-00658,LOT-00658,WH-008,5.73,Available
INV-00659,LOT-00659,WH-007,15.74,Available
INV-00660,LOT-00660,WH-003,15.68,Available
INV-00661,LOT-00661,WH-001,6.74,Available
INV-00662,LOT-00662,WH-004,7.46,Available
INV-00663,LOT-00663,WH-010,17.07,Available
INV-00664,LOT-00664,WH-004,14.56,Available
INV-00665,LOT-00665,WH-002,2.93,Available
INV-00666,LOT-00666,WH-003,3.51,Available
INV-00667,LOT-00667,WH-010,11.69,Available
INV-00668,LOT-00668,WH-008,10.43,Available
INV-00669,LOT-00669,WH-007,1.39,Available
INV-00670,LOT-00670,WH-009,18.06,Available
INV-00671,LOT-00671,WH-006,13.06,Available
INV-00672,LOT-00672,WH-002,8.95,Available
INV-00673,LOT-00673,WH-001,6.3,Available
INV-00674,LOT-00674,WH-009,14.34,Available
INV-00675,LOT-00675,WH-002,2.24,Available
INV-00676,LOT-00676,WH-005,17.68,Available
INV-00677,LOT-00677,WH-006,10.02,Available
INV-00678,LOT-00678,WH-009,18.47,Available
INV-00679,LOT-00679,WH-003,3.3,Available
INV-00680,LOT-00680,WH-003,2.64,Available
INV-00681,LOT-00681,WH-003,13.63,Available
INV-00682,LOT-00682,WH-008,13.54,Available
INV-00683,LOT-00683,WH-009,8.09,Available
INV-00684,LOT-00684,WH-005,10.08,Available
INV-00685,LOT-00685,WH-003,12.06,Available
INV-00686,LOT-00686,WH-002,11.63,Available
INV-00687,LOT-00687,WH-004,4.85,Available
INV-00688,LOT-00688,WH-005,3.53,Available
INV-00689,LOT-00689,WH-007,1.21,Available
INV-00690,LOT-00690,WH-001,10.69,Available
INV-00691,LOT-00691,WH-001,3.14,Available
INV-00692,LOT-00692,WH-005,12.13,Available
INV-00693,LOT-00693,WH-001,6.76,Available
INV-00694,LOT-00694,WH-003,7.07,Available
INV-00695,LOT-00695,WH-004,17.35,Available
INV-00696,LOT-00696,WH-004,4.58,Available
INV-00697,LOT-00697,WH-008,10.09,Available
INV-00698,LOT-00698,WH-004,2.88,Available
INV-00699,LOT-00699,WH-007,11.51,Available
INV-00700,LOT-00700,WH-009,17.32,Available
INV-00701,LOT-00701,WH-002,3.78,Available
INV-00702,LOT-00702,WH-003,17.3,Available
INV-00703,LOT-00703,WH-003,17.36,Available
INV-00704,LOT-00704,WH-002,10.08,Available
INV-00705,LOT-00705,WH-002,11.76,Available
INV-00706,LOT-00706,WH-004,12.91,Available
INV-00707,LOT-00707,WH-007,16.96,Available
INV-00708,LOT-00708,WH-006,18.81,Available
INV-00709,LOT-00709,WH-005,8.72,Available
INV-00710,LOT-00710,WH-007,1.82,Available
INV-00711,LOT-00711,WH-006,15.83,Available
INV-00712,LOT-00712,WH-001,4.66,Available
INV-00713,LOT-00713,WH-006,8.42,Available
INV-00714,LOT-00714,WH-010,16.89,Available
INV-00715,LOT-00715,WH-004,15.22,Available
INV-00716,LOT-00716,WH-003,10.11,Available
INV-00717,LOT-00717,WH-009,17.89,Available
INV-00718,LOT-00718,WH-003,5.59,Available
INV-00719,LOT-00719,WH-009,6.46,Available
INV-00720,LOT-00720,WH-002,9.22,Available
INV-00721,LOT-00721,WH-001,8.93,Available
INV-00722,LOT-00722,WH-009,2.61,Available
INV-00723,LOT-00723,WH-003,15.69,Available
INV-00724,LOT-00724,WH-001,8.02,Available
INV-00725,LOT-00725,WH-007,6.34,Available
INV-00726,LOT-00726,WH-006,6.77,Available
INV-00727,LOT-00727,WH-009,12.5,Available
INV-00728,LOT-00728,WH-005,17.25,Available
INV-00729,LOT-00729,WH-008,10.72,Available
INV-00730,LOT-00730,WH-007,15.39,Available
INV-00731,LOT-00731,WH-010,14.21,Available
INV-00732,LOT-00732,WH-010,12.39,Available
INV-00733,LOT-00733,WH-010,3.61,Available
INV-00734,LOT-00734,WH-006,2.73,Available
INV-00735,LOT-00735,WH-008,19.53,Available
INV-00736,LOT-00736,WH-009,10.82,Available
INV-00737,LOT-00737,WH-002,5.78,Available
INV-00738,LOT-00738,WH-005,18.75,Available
INV-00739,LOT-00739,WH-005,12.29,Available
INV-00740,LOT-00740,WH-004,6.95,Available
INV-00741,LOT-00741,WH-006,18.24,Available
INV-00742,LOT-00742,WH-010,4.63,Available
INV-00743,LOT-00743,WH-005,4.65,Available
INV-00744,LOT-00744,WH-006,10.84,Available
INV-00745,LOT-00745,WH-007,6.29,Available
INV-00746,LOT-00746,WH-010,9.05,Available
INV-00747,LOT-00747,WH-004,15.6,Available
INV-00748,LOT-00748,WH-003,16.24,Available
INV-00749,LOT-00749,WH-005,4.61,Available
INV-00750,LOT-00750,WH-006,14.54,Available
INV-00751,LOT-00751,WH-009,7.1,Available
INV-00752,LOT-00752,WH-008,12.05,Available
INV-00753,LOT-00753,WH-003,3.23,Available
INV-00754,LOT-00754,WH-005,13.13,Available
INV-00755,LOT-00755,WH-004,12.36,Available
INV-00756,LOT-00756,WH-006,4.48,Available
INV-00757,LOT-00757,WH-008,8.12,Available
INV-00758,LOT-00758,WH-007,10.2,Available
INV-00759,LOT-00759,WH-005,18.72,Available
INV-00760,LOT-00760,WH-008,11.21,Available
INV-00761,LOT-00761,WH-003,5.84,Available
INV-00762,LOT-00762,WH-002,5.8,Available
INV-00763,LOT-00763,WH-007,16.45,Available
INV-00764,LOT-00764,WH-007,1.06,Available
INV-00765,LOT-00765,WH-004,16.43,Available
INV-00766,LOT-00766,WH-005,18.63,Available
INV-00767,LOT-00767,WH-008,18.76,Available
INV-00768,LOT-00768,WH-009,12.09,Available
INV-00769,LOT-00769,WH-005,10.71,Available
INV-00770,LOT-00770,WH-007,4.78,Available
INV-00771,LOT-00771,WH-001,19.65,Available
INV-00772,LOT-00772,WH-008,12.31,Available
INV-00773,LOT-00773,WH-008,9.31,Available
INV-00774,LOT-00774,WH-006,3.27,Available
INV-00775,LOT-00775,WH-003,3.34,Available
INV-00776,LOT-00776,WH-001,1.78,Available
INV-00777,LOT-00777,WH-002,6.27,Available
INV-00778,LOT-00778,WH-009,11.17,Available
INV-00779,LOT-00779,WH-003,15.89,Available
INV-00780,LOT-00780,WH-007,4.89,Available
INV-00781,LOT-00781,WH-010,2.14,Available
INV-00782,LOT-00782,WH-002,7.41,Available
INV-00783,LOT-00783,WH-010,14.67,Available
INV-00784,LOT-00784,WH-005,9.17,Available
INV-00785,LOT-00785,WH-004,5.19,Available
INV-00786,LOT-00786,WH-010,11.84,Available
INV-00787,LOT-00787,WH-005,18.63,Available
INV-00788,LOT-00788,WH-006,16.97,Available
INV-00789,LOT-00789,WH-003,1.44,Available
INV-00790,LOT-00790,WH-010,7.02,Available
INV-00791,LOT-00791,WH-004,4.27,Available
INV-00792,LOT-00792,WH-007,4.86,Available
INV-00793,LOT-00793,WH-010,1.33,Available
INV-00794,LOT-00794,WH-003,2.73,Available
INV-00795,LOT-00795,WH-010,19.59,Available
INV-00796,LOT-00796,WH-005,16.38,Available
INV-00797,LOT-00797,WH-002,2.82,Available
INV-00798,LOT-00798,WH-007,5.2,Available
INV-00799,LOT-00799,WH-008,12.58,Available
INV-00800,LOT-00800,WH-003,18.43,Available
INV-00801,LOT-00801,WH-005,3.04,Available
INV-00802,LOT-00802,WH-004,13.75,Available
INV-00803,LOT-00803,WH-007,12.01,Available
INV-00804,LOT-00804,WH-010,17.14,Available
INV-00805,LOT-00805,WH-008,5.05,Available
INV-00806,LOT-00806,WH-002,17.1,Available
INV-00807,LOT-00807,WH-007,14.54,Available
INV-00808,LOT-00808,WH-008,3.86,Available
INV-00809,LOT-00809,WH-007,17.16,Available
INV-00810,LOT-00810,WH-007,1.44,Available
INV-00811,LOT-00811,WH-005,4.9,Available
INV-00812,LOT-00812,WH-008,9.3,Available
INV-00813,LOT-00813,WH-009,7.5,Available
INV-00814,LOT-00814,WH-001,10.48,Available
INV-00815,LOT-00815,WH-010,8.37,Available
INV-00816,LOT-00816,WH-008,12.52,Available
INV-00817,LOT-00817,WH-006,3.75,Available
INV-00818,LOT-00818,WH-002,12.42,Available
INV-00819,LOT-00819,WH-007,4.2,Available
INV-00820,LOT-00820,WH-007,4.94,Available
INV-00821,LOT-00821,WH-006,7.71,Available
INV-00822,LOT-00822,WH-005,5.73,Available
INV-00823,LOT-00823,WH-005,18.07,Available
INV-00824,LOT-00824,WH-007,12.41,Available
INV-00825,LOT-00825,WH-008,19.25,Available
INV-00826,LOT-00826,WH-010,5.64,Available
INV-00827,LOT-00827,WH-002,9.59,Available
INV-00828,LOT-00828,WH-001,8.39,Available
INV-00829,LOT-00829,WH-006,7.83,Available
INV-00830,LOT-00830,WH-001,10.33,Available
INV-00831,LOT-00831,WH-008,18.27,Available
INV-00832,LOT-00832,WH-002,9.31,Available
INV-00833,LOT-00833,WH-006,5.34,Available
INV-00834,LOT-00834,WH-006,18.32,Available
INV-00835,LOT-00835,WH-005,10.09,Available
INV-00836,LOT-00836,WH-003,5.16,Available
INV-00837,LOT-00837,WH-010,13.26,Available
INV-00838,LOT-00838,WH-010,11.09,Available
INV-00839,LOT-00839,WH-004,17.07,Available
INV-00840,LOT-00840,WH-007,7.93,Available
INV-00841,LOT-00841,WH-004,2.71,Available
INV-00842,LOT-00842,WH-003,2.76,Available
INV-00843,LOT-00843,WH-009,1.95,Available
INV-00844,LOT-00844,WH-002,10.98,Available
INV-00845,LOT-00845,WH-005,9.61,Available
INV-00846,LOT-00846,WH-005,3.69,Available
INV-00847,LOT-00847,WH-007,6.29,Available
INV-00848,LOT-00848,WH-003,5.35,Available
INV-00849,LOT-00849,WH-005,4.17,Available
INV-00850,LOT-00850,WH-002,5.4,Available
INV-00851,LOT-00851,WH-002,12.8,Available
INV-00852,LOT-00852,WH-010,13.44,Available
INV-00853,LOT-00853,WH-003,6.48,Available
INV-00854,LOT-00854,WH-008,18.9,Available
INV-00855,LOT-00855,WH-003,5.49,Available
INV-00856,LOT-00856,WH-004,12.45,Available
INV-00857,LOT-00857,WH-002,2.28,Available
INV-00858,LOT-00858,WH-002,6.11,Available
INV-00859,LOT-00859,WH-003,11.15,Available
INV-00860,LOT-00860,WH-008,11.52,Available
INV-00861,LOT-00861,WH-006,14.74,Available
INV-00862,LOT-00862,WH-003,11.14,Available
INV-00863,LOT-00863,WH-003,5.67,Available
INV-00864,LOT-00864,WH-001,7.18,Available
INV-00865,LOT-00865,WH-003,15.56,Available
INV-00866,LOT-00866,WH-009,16.45,Available
INV-00867,LOT-00867,WH-009,10.59,Available
INV-00868,LOT-00868,WH-001,8.48,Available
INV-00869,LOT-00869,WH-003,1.92,Available
INV-00870,LOT-00870,WH-003,17.08,Available
INV-00871,LOT-00871,WH-004,17.37,Available
INV-00872,LOT-00872,WH-006,11.9,Available
INV-00873,LOT-00873,WH-005,9.79,Available
INV-00874,LOT-00874,WH-008,4.33,Available
INV-00875,LOT-00875,WH-002,14.56,Available
INV-00876,LOT-00876,WH-003,13.16,Available
INV-00877,LOT-00877,WH-001,2.27,Available
INV-00878,LOT-00878,WH-007,3.58,Available
INV-00879,LOT-00879,WH-005,9.75,Available
INV-00880,LOT-00880,WH-008,13.87,Available
INV-00881,LOT-00881,WH-007,11.46,Available
INV-00882,LOT-00882,WH-007,17.89,Available
INV-00883,LOT-00883,WH-008,19.28,Available
INV-00884,LOT-00884,WH-009,7.72,Available
INV-00885,LOT-00885,WH-010,11.97,Available
INV-00886,LOT-00886,WH-007,15.28,Available
INV-00887,LOT-00887,WH-009,18.8,Available
INV-00888,LOT-00888,WH-003,10.56,Available
INV-00889,LOT-00889,WH-008,3.4,Available
INV-00890,LOT-00890,WH-001,4.93,Available
INV-00891,LOT-00891,WH-010,19.9,Available
INV-00892,LOT-00892,WH-005,3.2,Available
INV-00893,LOT-00893,WH-007,8.27,Available
INV-00894,LOT-00894,WH-005,8.1,Available
INV-00895,LOT-00895,WH-006,10.26,Available
INV-00896,LOT-00896,WH-001,5.1,Available
INV-00897,LOT-00897,WH-003,9.55,Available
INV-00898,LOT-00898,WH-010,16.02,Available
INV-00899,LOT-00899,WH-003,13.33,Available
INV-00900,LOT-00900,WH-005,8.53,Available
INV-00901,LOT-00901,WH-003,1.31,Available
INV-00902,LOT-00902,WH-004,18.17,Available
INV-00903,LOT-00903,WH-005,10.25,Available
INV-00904,LOT-00904,WH-008,14.54,Available
INV-00905,LOT-00905,WH-006,17.77,Available
INV-00906,LOT-00906,WH-008,3.48,Available
INV-00907,LOT-00907,WH-001,5.66,Available
INV-00908,LOT-00908,WH-003,18.04,Available
INV-00909,LOT-00909,WH-002,6.61,Available
INV-00910,LOT-00910,WH-001,7.66,Available
INV-00911,LOT-00911,WH-007,17.85,Available
INV-00912,LOT-00912,WH-007,2.48,Available
INV-00913,LOT-00913,WH-005,7.74,Available
INV-00914,LOT-00914,WH-009,11.48,Available
INV-00915,LOT-00915,WH-001,18.75,Available
INV-00916,LOT-00916,WH-008,2.29,Available
INV-00917,LOT-00917,WH-006,4.68,Available
INV-00918,LOT-00918,WH-009,4.15,Available
INV-00919,LOT-00919,WH-002,3.77,Available
INV-00920,LOT-00920,WH-009,6.12,Available
INV-00921,LOT-00921,WH-001,10.68,Available
INV-00922,LOT-00922,WH-009,8.05,Available
INV-00923,LOT-00923,WH-008,8.66,Available
INV-00924,LOT-00924,WH-010,9.75,Available
INV-00925,LOT-00925,WH-010,7.2,Available
INV-00926,LOT-00926,WH-006,1.97,Available
INV-00927,LOT-00927,WH-009,12.13,Available
INV-00928,LOT-00928,WH-008,15.41,Available
INV-00929,LOT-00929,WH-007,15.51,Available
INV-00930,LOT-00930,WH-001,13.66,Available
INV-00931,LOT-00931,WH-009,14.84,Available
INV-00932,LOT-00932,WH-010,10.61,Available
INV-00933,LOT-00933,WH-003,18.73,Available
INV-00934,LOT-00934,WH-007,7.27,Available
INV-00935,LOT-00935,WH-008,14.9,Available
INV-00936,LOT-00936,WH-005,3.74,Available
INV-00937,LOT-00937,WH-004,2.77,Available
INV-00938,LOT-00938,WH-007,6.24,Available
INV-00939,LOT-00939,WH-004,1.8,Available
INV-00940,LOT-00940,WH-005,1.23,Available
INV-00941,LOT-00941,WH-003,4.7,Available
INV-00942,LOT-00942,WH-010,4.68,Available
INV-00943,LOT-00943,WH-003,9.11,Available
INV-00944,LOT-00944,WH-010,5.85,Available
INV-00945,LOT-00945,WH-004,1.01,Available
INV-00946,LOT-00946,WH-002,4.1,Available
INV-00947,LOT-00947,WH-001,6.04,Available
INV-00948,LOT-00948,WH-008,15.95,Available
INV-00949,LOT-00949,WH-004,9.9,Available
INV-00950,LOT-00950,WH-003,18.57,Available
INV-00951,LOT-00951,WH-008,3.17,Available
INV-00952,LOT-00952,WH-008,16.42,Available
INV-00953,LOT-00953,WH-006,12.72,Available
INV-00954,LOT-00954,WH-006,17.16,Available
INV-00955,LOT-00955,WH-005,11.96,Available
INV-00956,LOT-00956,WH-009,17.89,Available
INV-00957,LOT-00957,WH-006,13.0,Available
INV-00958,LOT-00958,WH-006,11.01,Available
INV-00959,LOT-00959,WH-010,10.88,Available
INV-00960,LOT-00960,WH-005,16.32,Available
INV-00961,LOT-00961,WH-004,5.3,Available
INV-00962,LOT-00962,WH-001,9.24,Available
INV-00963,LOT-00963,WH-005,7.23,Available
INV-00964,LOT-00964,WH-009,6.71,Available
INV-00965,LOT-00965,WH-007,1.97,Available
INV-00966,LOT-00966,WH-010,6.71,Available
INV-00967,LOT-00967,WH-005,3.02,Available
INV-00968,LOT-00968,WH-003,11.55,Available
INV-00969,LOT-00969,WH-004,17.73,Available
INV-00970,LOT-00970,WH-004,9.82,Available
INV-00971,LOT-00971,WH-003,18.59,Available
INV-00972,LOT-00972,WH-009,10.61,Available
INV-00973,LOT-00973,WH-007,15.11,Available
INV-00974,LOT-00974,WH-007,11.76,Available
INV-00975,LOT-00975,WH-005,2.54,Available
INV-00976,LOT-00976,WH-003,12.84,Available
INV-00977,LOT-00977,WH-002,15.72,Available
INV-00978,LOT-00978,WH-001,9.28,Available
INV-00979,LOT-00979,WH-007,3.93,Available
INV-00980,LOT-00980,WH-008,19.59,Available
INV-00981,LOT-00981,WH-006,18.81,Available
INV-00982,LOT-00982,WH-002,6.85,Available
INV-00983,LOT-00983,WH-008,17.7,Available
INV-00984,LOT-00984,WH-008,18.63,Available
INV-00985,LOT-00985,WH-007,12.18,Available
INV-00986,LOT-00986,WH-007,9.17,Available
INV-00987,LOT-00987,WH-004,6.44,Available
INV-00988,LOT-00988,WH-010,16.29,Available
INV-00989,LOT-00989,WH-006,4.02,Available
INV-00990,LOT-00990,WH-006,12.28,Available
INV-00991,LOT-00991,WH-002,2.91,Available
INV-00992,LOT-00992,WH-002,16.13,Available
INV-00993,LOT-00993,WH-001,3.85,Available
INV-00994,LOT-00994,WH-007,10.36,Available
INV-00995,LOT-00995,WH-002,18.75,Available
INV-00996,LOT-00996,WH-003,19.84,Available
INV-00997,LOT-00997,WH-001,9.95,Available
INV-00998,LOT-00998,WH-001,3.54,Available
INV-00999,LOT-00999,WH-006,13.9,Available
INV-01000,LOT-01000,WH-006,13.66,Available
INV-01001,LOT-01001,WH-002,1.77,Available
INV-01002,LOT-01002,WH-005,7.27,Available
INV-01003,LOT-01003,WH-001,19.93,Available
INV-01004,LOT-01004,WH-002,19.78,Available
INV-01005,LOT-01005,WH-010,1.0,Available
INV-01006,LOT-01006,WH-004,16.0,Available
INV-01007,LOT-01007,WH-007,16.66,Available
INV-01008,LOT-01008,WH-008,3.04,Available
INV-01009,LOT-01009,WH-010,6.54,Available
INV-01010,LOT-01010,WH-009,2.36,Available
INV-01011,LOT-01011,WH-010,6.4,Available
INV-01012,LOT-01012,WH-002,9.78,Available
INV-01013,LOT-01013,WH-005,3.99,Available
INV-01014,LOT-01014,WH-009,2.83,Available
INV-01015,LOT-01015,WH-010,5.25,Available
INV-01016,LOT-01016,WH-005,1.61,Available
INV-01017,LOT-01017,WH-006,13.64,Available
INV-01018,LOT-01018,WH-008,16.4,Available
INV-01019,LOT-01019,WH-006,19.08,Available
INV-01020,LOT-01020,WH-005,6.58,Available
INV-01021,LOT-01021,WH-007,8.94,Available
INV-01022,LOT-01022,WH-004,16.09,Available
INV-01023,LOT-01023,WH-005,13.66,Available
INV-01024,LOT-01024,WH-004,5.57,Available
INV-01025,LOT-01025,WH-003,14.36,Available
INV-01026,LOT-01026,WH-001,2.51,Available
INV-01027,LOT-01027,WH-010,17.63,Available
INV-01028,LOT-01028,WH-003,3.05,Available
INV-01029,LOT-01029,WH-008,3.4,Available
INV-01030,LOT-01030,WH-002,6.37,Available
INV-01031,LOT-01031,WH-006,14.07,Available
INV-01032,LOT-01032,WH-010,5.55,Available
INV-01033,LOT-01033,WH-008,9.27,Available
INV-01034,LOT-01034,WH-002,18.67,Available
INV-01035,LOT-01035,WH-009,14.86,Available
INV-01036,LOT-01036,WH-005,18.81,Available
INV-01037,LOT-01037,WH-004,18.02,Available
INV-01038,LOT-01038,WH-001,7.92,Available
INV-01039,LOT-01039,WH-007,4.64,Available
INV-01040,LOT-01040,WH-002,1.93,Available
INV-01041,LOT-01041,WH-005,8.4,Available
INV-01042,LOT-01042,WH-008,9.81,Available
INV-01043,LOT-01043,WH-007,15.89,Available
INV-01044,LOT-01044,WH-006,9.54,Available
INV-01045,LOT-01045,WH-006,15.16,Available
INV-01046,LOT-01046,WH-007,13.51,Available
INV-01047,LOT-01047,WH-010,17.49,Available
INV-01048,LOT-01048,WH-003,1.14,Available
INV-01049,LOT-01049,WH-003,19.13,Available
INV-01050,LOT-01050,WH-007,2.77,Available
INV-01051,LOT-01051,WH-006,3.82,Available
INV-01052,LOT-01052,WH-003,5.56,Available
INV-01053,LOT-01053,WH-010,10.41,Available
INV-01054,LOT-01054,WH-005,18.24,Available
INV-01055,LOT-01055,WH-003,8.94,Available
INV-01056,LOT-01056,WH-001,13.0,Available
INV-01057,LOT-01057,WH-006,16.2,Available
INV-01058,LOT-01058,WH-006,7.41,Available
INV-01059,LOT-01059,WH-002,10.17,Available
INV-01060,LOT-01060,WH-009,4.83,Available
INV-01061,LOT-01061,WH-003,7.32,Available
INV-01062,LOT-01062,WH-009,6.2,Available
INV-01063,LOT-01063,WH-007,17.9,Available
INV-01064,LOT-01064,WH-010,12.64,Available
INV-01065,LOT-01065,WH-010,4.74,Available
INV-01066,LOT-01066,WH-001,9.64,Available
INV-01067,LOT-01067,WH-010,11.4,Available
INV-01068,LOT-01068,WH-009,19.94,Available
INV-01069,LOT-01069,WH-008,1.85,Available
INV-01070,LOT-01070,WH-006,1.34,Available
INV-01071,LOT-01071,WH-010,12.91,Available
INV-01072,LOT-01072,WH-002,10.02,Available
INV-01073,LOT-01073,WH-007,18.65,Available
INV-01074,LOT-01074,WH-010,11.87,Available
INV-01075,LOT-01075,WH-006,16.86,Available
INV-01076,LOT-01076,WH-004,9.54,Available
INV-01077,LOT-01077,WH-005,17.94,Available
INV-01078,LOT-01078,WH-001,16.52,Available
INV-01079,LOT-01079,WH-010,5.83,Available
INV-01080,LOT-01080,WH-005,1.08,Available
INV-01081,LOT-01081,WH-004,1.77,Available
INV-01082,LOT-01082,WH-008,5.54,Available
INV-01083,LOT-01083,WH-001,9.17,Available
INV-01084,LOT-01084,WH-002,16.25,Available
INV-01085,LOT-01085,WH-005,11.17,Available
INV-01086,LOT-01086,WH-009,18.86,Available
INV-01087,LOT-01087,WH-001,10.53,Available
INV-01088,LOT-01088,WH-005,15.61,Available
INV-01089,LOT-01089,WH-001,10.44,Available
INV-01090,LOT-01090,WH-010,5.05,Available
INV-01091,LOT-01091,WH-009,6.46,Available
INV-01092,LOT-01092,WH-002,17.25,Available
INV-01093,LOT-01093,WH-007,11.65,Available
INV-01094,LOT-01094,WH-006,4.37,Available
INV-01095,LOT-01095,WH-004,1.27,Available
INV-01096,LOT-01096,WH-007,2.51,Available
INV-01097,LOT-01097,WH-004,18.98,Available
INV-01098,LOT-01098,WH-001,2.89,Available
INV-01099,LOT-01099,WH-005,4.21,Available
INV-01100,LOT-01100,WH-005,13.76,Available
INV-01101,LOT-01101,WH-007,4.08,Available
INV-01102,LOT-01102,WH-007,4.88,Available
INV-01103,LOT-01103,WH-003,7.87,Available
INV-01104,LOT-01104,WH-005,6.88,Available
INV-01105,LOT-01105,WH-009,14.14,Available
INV-01106,LOT-01106,WH-002,2.45,Available
INV-01107,LOT-01107,WH-003,17.59,Available
INV-01108,LOT-01108,WH-001,19.12,Available
INV-01109,LOT-01109,WH-002,15.79,Available
INV-01110,LOT-01110,WH-005,19.34,Available
INV-01111,LOT-01111,WH-002,15.53,Available
INV-01112,LOT-01112,WH-006,3.31,Available
INV-01113,LOT-01113,WH-009,9.84,Available
INV-01114,LOT-01114,WH-002,10.14,Available
INV-01115,LOT-01115,WH-010,6.29,Available
INV-01116,LOT-01116,WH-002,7.77,Available
INV-01117,LOT-01117,WH-002,7.71,Available
